,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SWED-A.ST,Swedbank A,Finans,378.2999877929688,5.056754100680544,0.013367048014413206,0.12910608028182335,56.28285098007878,522876599.13233185,0.005582072083458289,0.025203218951135087,-0.01458714819627105,0.42752222977061727,0.7347809927903721,-0.28295124406257466,-0.1333546645448667,0.0,0.0,0.0,0.1821348487277093,0.378,
GETI-B.ST,Getinge B,Halsovard,243.1999969482422,3.9650531870746692,0.016303672848805635,0.10729743870752818,61.85688808628909,105720517.92089386,-0.0028700162597761203,-0.00041104028878435894,0.01460158550087809,0.3011860943751912,0.7453632700846232,-0.19864021529521456,0.11707022753940244,0.0,0.0,0.0,0.17309050395393993,0.471,
SSAB-B.ST,SSAB B,Material,101.8000030517578,3.4343077359783565,0.03373583136566572,0.43344224990895774,49.45381562134546,272455738.61925584,-0.020682962574351094,0.003944788164295998,-0.001960754394531361,0.5814461988310783,0.2938924266764322,-0.0213121451269951,-0.32492575000832397,0.0,0.0,0.0,0.17106791169611868,0.378,
SEB-A.ST,SEB A,Finans,223.3000030517578,3.0060022597914937,0.013461720639093518,0.12472957934330126,60.85089826587403,447847245.5693245,-0.004901920118741243,0.015923566657894073,-0.00887705269822181,0.372180862773704,0.7456490729808732,-0.29505026366679266,-0.1326896656646749,0.0,0.0,0.0,0.168753066990644,0.378,
SINCH.ST,Sinch,Teknik,44.97999954223633,1.5182816306381752,0.03375459417718547,0.4153819432033146,56.8755682312328,102855929.88863106,-0.0341421551000054,-0.012513714695311151,0.11807109256894499,0.24294181624195763,0.7033080303723822,-0.03139030566786014,0.11091629328971982,0.0,0.0,0.0,0.1686384427140467,0.471,
BOL.ST,Boliden,Material,551.2000122070312,17.98619344122261,0.032630974315847765,0.3192671616665402,54.25046987711797,550250648.5487854,-0.023733552884057207,-0.04105771761852883,0.15847000073247308,0.22243258557871648,0.5074078862160083,0.2104177349588849,-0.07170630708793937,0.0,0.0,0.0,0.14917578746857188,0.471,
SAND.ST,Sandvik,Industri,373.8999938964844,9.445949011337365,0.025263303464916644,0.25778072758142634,49.06158548020635,627236409.5634063,-0.027315296999790184,-0.052938182732275796,0.04733891847754723,0.28417570636240613,0.25737867910631446,0.3796000705730667,0.01337983750569421,0.0,0.0,0.0,0.14827972738914008,0.564,
LUND-B.ST,Lundbergforetagen B,Finans,584.0,8.892278574991495,0.015226504409232013,0.1696690344481598,61.62270230713303,74347590.85,-0.007646559048428259,0.01919720767888311,0.008635578583765069,0.10318991213847799,0.7563000180216188,-0.33065891425466354,0.7484532494477987,0.0,0.0,0.0,0.1435992517847859,0.471,
INVE-B.ST,Investor B,Finans,409.2999877929688,4.799148291838155,0.01172525881986014,0.08010050248065165,46.64224620934003,924011068.6173522,-0.00919878541370589,-0.014803283748605955,-0.016105798574594266,0.29235693634967097,0.3244895325252217,0.1557041652972776,0.10448701360244561,0.0,0.0,0.0,0.14255743117605105,0.564,
TREL-B.ST,Trelleborg B,Industri,442.7999877929688,7.602794112425179,0.017169815542045285,0.15392583766085,59.28286874635184,107183615.68970795,-0.016000027126735983,0.0,0.01980648398009932,0.17738129694698584,0.7465079580532601,-0.15842188527654655,0.026336626904012707,0.0,0.0,0.0,0.14179616076228146,0.471,
SKA-B.ST,Skanska B,Industri,269.70001220703125,4.016793137277487,0.014893559345462895,0.13089631800343127,53.41862285009808,161766085.32977143,-0.009911827275881469,-0.009911827275881469,0.005218130740813898,0.12122006337228411,0.7410019770958596,0.008412581323458204,-0.1455663084986426,0.0,0.0,0.0,0.13501825511486365,0.471,
SHB-A.ST,Handelsbanken A,Finans,148.3000030517578,1.8914657874606693,0.01275432062398902,0.11228338188174761,59.125776689316424,477041773.0637306,0.00236570537840608,0.02170175189617929,0.010217983438809197,0.222982922629494,0.7605400018588979,-0.30624402135148043,-0.08995716131351209,0.0,0.0,0.0,0.13470447073538452,0.378,
INDT.ST,Indutrade,Industri,247.1999969482422,4.945156550182321,0.0200046788480249,0.15320885962534164,59.04513798504628,77353269.60463257,-0.020602207107718318,-0.004029008913358445,0.01812188567207884,0.19794397378207196,0.6996344522846033,-0.12651253335564167,-0.14402425659815063,0.0,0.0,0.0,0.1345786951227368,0.378,
NDA-SE.ST,Nordea,Finans,196.1999969482422,2.5223611111409032,0.012856071102826293,0.12284508459997467,66.08273213933657,267488343.3105011,0.0005098972035411098,0.01658029506861247,0.014415195238920209,0.22727347524043404,0.7652634286735663,-0.38714102588249066,-0.07039290857161898,0.0,0.0,0.0,0.12937413509431345,0.378,
INDU-C.ST,Industrivarden C,Finans,531.2000122070312,8.21260993019213,0.015460485206072109,0.15890924425933717,48.7793388391793,200907387.42703858,-0.012639382514811781,-0.010063294119627586,-0.04080891311681689,0.3305350864405293,0.3006268902023971,0.08708612960144316,-0.14630289964158202,0.0,0.0,0.0,0.12912127311855712,0.471,
HM-B.ST,H&M B,Sallankopsvaror,174.0500030517578,3.55769245122078,0.020440634236374117,0.2464984343346657,46.672780651660865,302140463.51209337,-0.009672813361264243,-0.056639549854971216,-0.022465599165630068,0.17661220194592447,0.2664026578497631,0.44522929727409666,-0.13124054361510262,0.0,0.0,0.0,0.12207435171060013,0.471,
EPI-A.ST,Epiroc A,Industri,258.29998779296875,6.417527185695963,0.02484524773125311,0.23843917987779736,50.41013048760159,312552628.7160164,-0.02380959246116654,-0.0394198822763685,0.052138443148548985,-0.016876261073785648,0.6814133041956473,0.26331891827050696,-0.11994824575076843,0.0,0.0,0.0,0.11832740990041296,0.378,
ESSITY-B.ST,Essity B,Dagligvaror,279.20001220703125,4.104180723011897,0.01469978704717456,0.19707117172241628,53.15094688443135,322598250.0077469,-0.0053437831662567215,-0.0053437831662567215,0.011594247126924806,0.049702927478359755,0.7503414155952005,-0.018777356381214198,-0.10134605685392299,0.0,0.0,0.0,0.11803190572805244,0.378,
SKF-B.ST,SKF B,Industri,269.29998779296875,5.0490049368199506,0.01874862668282593,0.18885839074350716,55.615984424965305,227856719.53385773,-0.03129500793896134,-0.010654020146982135,0.016993958487333094,0.006300832224680528,0.7285789532466062,-0.02320782994315514,-0.08274058720638683,0.0,0.0,0.0,0.10440423868852619,0.378,
STOR-B.ST,Storskogen B,Industri,11.024999618530272,0.2767527326163271,0.025102289541232715,0.18147035797302744,64.2594478072588,33521445.80733738,-0.007650768746503833,0.02605860734791632,0.009615342628455759,0.17380066550175044,0.6801403794226564,-0.4223440172230249,-0.06193712922626837,0.0,0.0,0.0,0.10013996510522014,0.378,
CAST.ST,Castellum,Fastighet,131.6999969482422,1.8582879495602698,0.014110007536982503,0.09982649816601394,43.04695264635262,175616389.75434113,0.003428548177083268,-0.014590325756037914,-0.026967188700988354,0.12476380801183591,0.3219750268052567,0.21438346601817543,-0.09433047484226698,0.0,0.0,0.0,0.09620902888345167,0.471,
ATCO-A.ST,Atlas Copco A,Industri,199.5,4.287208147453969,0.021489765150145206,0.18683319972861934,43.530296138018684,711860424.5069481,-0.03155339805825241,-0.022538000813104198,-0.0177252880124521,0.31843018707009757,-0.1012452196311906,0.2613946873414724,0.10303052179576049,0.0,0.0,0.0,0.09571175864678108,0.471,
