,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SWED-A.ST,Swedbank A,Finans,405.6000061035156,6.769503709339562,0.016690097651556435,0.17036856318580537,65.62698079040402,659290127.2918457,-0.012898485937441806,0.022435073412197415,0.09918700841061145,0.37359924575047065,0.7324470026919954,-0.2585684671793216,0.20624019831280155,0.0,0.0,0.0,0.15864623974353684,0.471,
SINCH.ST,Sinch,Teknik,49.84999847412109,1.6366988417969086,0.0328324752636969,0.47534505062194315,65.83237650442142,96194891.90101643,0.02298376651766665,0.05659173700031528,0.09440174114343258,0.5186400396071276,0.7519107418782828,-0.4808026813672517,0.019554372498084664,0.0,0.0,0.0,0.15744408223533216,0.471,
GETI-B.ST,Getinge B,Halsovard,244.8000030517578,4.036816515354985,0.01649026333754369,0.16938371889211137,59.32011641962441,146093307.71616516,-0.0028513113981352145,0.019150733396998465,0.006165228036108639,0.22340109435135602,0.7401832080496275,-0.15610502102368407,0.26761109660753957,0.0,0.0,0.0,0.15410818931939185,0.471,
EVO.ST,Evolution,Sallankopsvaror,862.7999877929688,18.58480600252048,0.021540109255286585,0.1921930122490661,59.78217562027727,594325906.2325073,-0.0030044332652453543,-0.03983973822125375,0.028367089145374003,0.1385580113809627,0.7057858742088731,0.21717054626945537,0.20275345357888308,0.0,0.0,0.0,0.14891276268820114,0.564,
INVE-B.ST,Investor B,Finans,410.6000061035156,5.09268962411685,0.012403043225559381,0.11544778297993837,55.70943890104913,1000496541.2629303,0.0028086307539363364,0.02050453554082332,-0.011674102686266785,0.28591230258392,0.7165159634247753,-0.11823588856772965,0.11638356894206112,0.0,0.0,0.0,0.14831205443875053,0.471,
HOLM-B.ST,Holmen B,Material,332.6000061035156,6.6693766691378995,0.020052244578318435,0.26272564334561377,59.932325303372195,86248075.1025238,0.0024111462928866345,0.02590991233868367,0.030998139525115764,-0.2022100495214782,0.6484376012015742,-0.20745473345385046,1.0,0.0,0.0,0.0,0.1408082471357724,0.378,
SHB-A.ST,Handelsbanken A,Finans,153.75,2.081964934418355,0.013541235345810438,0.11937921858489924,61.94441713172953,565778673.9841713,-0.005819553391555821,0.00687624802057929,0.05924909724521821,0.23106660094813003,0.7400621729179473,-0.11104492571999654,-0.1191880424497292,0.0,0.0,0.0,0.13593782443248853,0.378,
TREL-B.ST,Trelleborg B,Industri,461.6000061035156,8.02043686677785,0.017375296275406103,0.21588444078767252,63.569384617548764,167669052.35214385,-0.00517240063897495,0.024866812519551917,0.042457133759761456,0.09453653644862871,0.746138736635104,-0.24766158199987295,0.12680906237003808,0.0,0.0,0.0,0.13483499432960064,0.471,
NDA-SE.ST,Nordea,Finans,200.1000061035156,2.90665425914374,0.014526007848495875,0.14515337116078833,57.22236431025386,285644310.13354415,-0.007440475965213023,0.002003050382505034,0.03678759639127249,0.1773578835431446,0.735969006121405,-0.018808823349520824,-0.10783970778026382,0.0,0.0,0.0,0.13420723652774794,0.378,
SEB-A.ST,SEB A,Finans,232.0,3.3824568350158923,0.014579555323344363,0.15065644401281972,63.11659369352294,470305192.3423584,-0.005145784579527746,0.012216418364046078,0.0555049898946971,0.2888353694739935,0.7390731149799943,-0.16049493036291795,-0.25154996368942684,0.0,0.0,0.0,0.13208699941339574,0.378,
INDT.ST,Indutrade,Industri,254.8000030517578,5.017781318357503,0.01969301906695125,0.18387471393386506,63.99266596446408,82349335.07320938,-0.003909304097223454,0.032414910458174795,0.026591483419284412,0.2515439243544238,0.7218208811977082,-0.3016461777625081,-0.08756862619846738,0.0,0.0,0.0,0.1305460519054871,0.378,
SAND.ST,Sandvik,Industri,382.5,10.090148999025681,0.02637947450725668,0.32054997045447514,52.55073688612542,663988872.4695908,-0.006751508860835309,0.020000000000000018,-0.031154985241334088,0.307927411834382,0.6725116253177071,-0.07424976879946764,-0.18156442006116974,0.0,0.0,0.0,0.12834961659414978,0.378,
LUND-B.ST,Lundbergforetagen B,Finans,596.0,8.328531034486195,0.013974045359876166,0.1601298476393574,63.51723642524847,76476991.55,0.0008396305625524292,0.018803418803418737,0.04013961605584648,0.050927652261960873,0.7519107418782828,-0.20800885855221932,0.01656250803585068,0.0,0.0,0.0,0.1277633424873118,0.471,
SKF-B.ST,SKF B,Industri,273.20001220703125,6.117237204201778,0.022391057580063833,0.27464734473030816,54.60935057467837,287395238.4529541,-0.006906557085896381,0.011851897063078765,0.003673769122535475,0.06836438603897872,0.7326430409226354,-0.04842066055971686,-0.08434309866795406,0.0,0.0,0.0,0.12526455649270732,0.378,
