,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SAAB-B.ST,Saab B,Industri,695.2000122070312,22.89252479780063,0.03292940793416329,0.40253046489957767,77.90833564743058,1052652198.8013642,0.022202671905824367,0.09756865394840775,0.32570552982679946,0.2920029839482702,0.7084180845790855,-0.9664810522674016,0.5404290830976572,1.0,0.5,0.35,0.41963680760207306,0.907,"Rekordkvartal Q2 med orderingång upp 141% till 68,4 mdSEK drivet av ubåtsorder till Polen, EBIT upp 41% och orderstock på 317,7 mdSEK. Dessutom nyligen tecknat en fregattorder med tyska TKMS värd cirka 8,7 mdSEK. Aktien steg 2% på fredagsmorgonen."
INVE-B.ST,Investor B,Finans,413.2000122070313,5.5005031634213415,0.013311962732143745,0.13203200463923298,56.16530728035732,919002167.2811096,-0.0031362793557748736,-0.024781684440616458,0.046473359047397356,0.29043258880654177,0.7313523549176209,0.10092704265978746,0.10587898776602744,0.5,0.0,0.0,0.2976976540935587,0.814,"Investors justerade substansvärde per aktie uppgick till 397 kronor vid utgången av juni, vilket indikerar fortsatt värdetillväxt i den noterade portföljen (bl.a. Saab, Atlas Copco, ABB)."
ABB.ST,ABB,Industri,973.7999877929688,23.35626889684062,0.023984667477533587,0.20176672766971637,52.41659505165644,390665582.4605133,-0.007946198030733376,0.014797845527622533,0.041051916160639745,0.2246805325462059,0.27221908543645496,-0.18072682128798664,-0.0034033764726265473,0.5,0.5,0.35,0.2887601449995897,0.814,"ABB redovisade Q2-omsättning i linje med förväntningarna medan Ebita-resultatet var högre än väntat. Bolaget har dessutom lagt ett bud på brittiska Rotork värderat till 5,5 miljarder dollar, vilket stärker portföljen inom industriautomation."
NDA-SE.ST,Nordea,Finans,192.0500030517578,2.6860009890998278,0.013985946089133599,0.16388050679281532,57.8863537052148,298736226.54829484,0.0013034410637238203,0.002610284479426017,0.029075736089616777,0.21728439988207693,0.7461185154379736,-0.16043888009930268,-0.2795810295279623,0.5,0.0,0.0,0.23621593779988692,0.629,"Nordea redovisade intäkter i linje med förväntningarna för andra kvartalet, men rörelseresultatet var högre än väntat, vilket indikerar god kostnadskontroll i en miljö med stigande ränteförväntningar."
SWED-A.ST,Swedbank A,Finans,379.1000061035156,5.599827758014948,0.014771373431436665,0.1921162068828273,56.635112155049065,542136502.9129226,-0.0028932300583849324,-0.01378768958668608,0.034097107997511644,0.4355511591429251,0.7332263961757771,-0.0005725706168331207,0.06289308642257252,0.0,0.0,0.0,0.22195914647154316,0.471,
EQT.ST,EQT,Finans,346.5,8.673084698202384,0.02503054746955955,0.4431820718282874,72.02904375449859,524377477.6709808,0.0014450867052022698,-0.0034512860652898825,0.21792618629173988,-0.12809307382351146,0.6834130424226066,-0.3262061647009077,0.00598815756018358,0.5,0.5,0.0,0.2131674793154315,0.721,"EQT Infrastructure har lagt ett bud på australiska Cleanaway Waste Management om 6,9 miljarder australiska dollar (46,6 mdSEK) med en premie på 32% mot senaste stängningskurs, vilket styrelsen i målbolaget avser rekommendera. Aktien har även utvecklats starkt i den senaste handelsveckan (+1,2% respektive +2,4%)."
ATCO-B.ST,Atlas Copco B,Industri,181.75,3.5009874545101867,0.019262654495241744,0.25624718941524544,60.77170778676471,248422307.1749855,-0.004109589041095929,-0.004382377641105717,0.0952094205623013,0.2656080147850648,0.7465965998150691,-0.1449042891347248,0.01583899926836594,0.0,0.0,0.35,0.1996930147184724,0.564,
ATCO-A.ST,Atlas Copco A,Industri,208.5,4.484337737164496,0.0215076150463525,0.260244522692171,61.10105569430232,833354796.1916649,-0.005722446188391572,-0.0052481205700554145,0.10055425367445259,0.29280488727530296,0.7443642911913384,-0.14255174932693582,-0.15229569148564867,0.0,0.0,0.35,0.1979859059905505,0.471,
VOLV-B.ST,Volvo B,Industri,339.6000061035156,6.9904167013344,0.020584265535035375,0.20001045277327567,39.464332368313045,948518195.4554154,-0.0014701558101348766,-0.04499437493075398,-0.004980901700132323,0.11165127745902,0.26256011579567523,0.5313667730964605,0.2970229562584404,0.5,-0.5,0.35,0.1952846618566744,0.907,"Orderingången för tunga klass 8-lastbilar i Nordamerika, en av Volvos viktigaste marknader, ökade 231% i juni, ett starkt underliggande tecken. Aktien har dock nyligen haft en svag handelsdag och var sämst i OMXS30 med -1,8%."
SEB-A.ST,SEB A,Finans,221.6999969482422,3.246353957999253,0.014643004071656088,0.149949830047308,63.70547391791508,469441214.1129135,-0.0013513650980081504,-0.011150758403342564,0.08783117580198674,0.2825960276761091,0.7334161122621341,-0.1320381211924254,0.033098795515823,0.0,0.0,0.0,0.16911255141489598,0.471,
