,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SAAB-B.ST,Saab B,Industri,687.5,22.94579499709058,0.033375701813949936,0.4090889246229811,76.7442885376379,1003565458.8385437,0.01882040965733922,0.09300476947535774,0.2983947119924457,0.25774562358444475,0.6964568128629289,-0.9504837321125155,0.5412633334249524,1.0,0.5,0.35,0.4109197212855466,0.907,"Fortsatt starkt orderflöde (Gripen till Ukraina, ubåtar till Polen, tyska fregatter, Embraer-samarbete) och Q2-rapporten visade stärkt orderstock. Barclays höjde till övervikt från undervikt (riktkurs 740 kr) medan RBC inledde bevakning med neutral sector perform (600 kr) - en stor omsvängning i analytikersyn."
SSAB-B.ST,SSAB B,Material,105.9499969482422,2.8862292780868386,0.027241428609920536,0.2724817552416496,65.92107095015993,298002116.52650756,0.013875568882700584,0.015819691737358976,0.06162318345115603,0.8077367921653474,0.7586140599043638,-0.38848225013367943,0.21877073776356193,0.0,0.0,0.35,0.3228166189018016,0.564,
BOL.ST,Boliden,Material,523.4000244140625,18.30442185945985,0.034972145597339896,0.428912682990327,54.33664349709552,593470395.1892655,-0.028942440790236557,0.02990950775664092,0.018287985241366655,0.39161856940646256,-0.3279147610546075,-0.3362808083225135,0.1884525415864118,0.5,0.5,0.35,0.23451197444049376,0.814,"Aktien steg drygt 1% efter att svenska regeringen avslagit två överklaganden och därmed upprätthållit bearbetningskoncessionen för gruvprojektet Laver, vilket ger regulatorisk klarhet för en viktig tillväxttillgång."
SWED-A.ST,Swedbank A,Finans,381.6000061035156,5.738276986095429,0.01503741324505855,0.19231252410887595,59.2673487903775,553586304.2369019,0.006860174415608489,-0.01725465336101284,0.05356154953798131,0.4558077922027649,0.7392689390273381,0.03360988417737794,0.10805451518304887,0.0,0.0,0.0,0.2336060030816822,0.721,"Keefe, Bruyette & Woods höjde riktkursen till 355 kr (330) men upprepade underperform, i linje med liknande justeringar för övriga storbanker idag."
STOR-B.ST,Storskogen B,Industri,10.6899995803833,0.3314660959825752,0.031007119643936428,0.25988559638571335,66.14687193974811,33747513.50246529,-0.001867456367174003,-0.0032634778407002463,0.1423380858070471,-0.09157269515043584,0.647239266449142,-0.2103517264432373,1.0,0.0,0.5,0.35,0.21315754353543861,0.721,"Q2-rapporten var i linje med förväntningarna (justerat ebita 864 Mkr mot väntade 866), och bolaget bedömer utsikterna för andra halvåret som försiktigt positiva. Aktien steg 1,4% på rapporten."
ATCO-B.ST,Atlas Copco B,Industri,183.6999969482422,3.594469754437522,0.019567064856567583,0.25814143536034867,64.45391516132446,249319360.07821274,0.0071272099520769405,-0.0005441028392554337,0.10762731497028377,0.30572004734643365,0.7568124930681415,-0.2090120109879883,0.10305103473426258,0.0,0.0,0.35,0.20920323643474395,0.564,
ATCO-A.ST,Atlas Copco A,Industri,211.1000061035156,4.49522017231962,0.021294268319989203,0.2651899131300363,65.32037030979718,858734744.3943946,0.005238124302455294,0.0033270543124426233,0.11693124922495035,0.3288641583113856,0.7565243523061459,-0.2598262009971205,-0.19743208400254209,0.0,0.0,0.35,0.1948404681239291,0.471,
INDU-C.ST,Industrivarden C,Finans,530.4000244140625,8.992240762063638,0.016953695980684472,0.1800773962398187,46.094109241478435,185012150.2247345,-0.015955427803223565,-0.04432428033502256,0.015313934965782261,0.3343435839662716,0.29611425932370045,0.5034133774837125,0.22826324194336003,0.0,0.0,0.0,0.18975753473566223,0.564,
ABB.ST,ABB,Industri,984.5999755859376,24.323235642232028,0.02470367280657022,0.20071311728977145,56.026507995535916,409880027.97764283,0.003465107354879482,0.020733983522911892,-0.003844646635229987,0.3042816346006467,0.6843923977096762,-0.27607706548958877,0.06558567263156959,0.0,0.0,0.35,0.1894008453892327,0.564,
VOLV-B.ST,Volvo B,Industri,341.8999938964844,7.068800034741047,0.0206750516552546,0.19908205040888058,41.377015598732704,960369822.7021347,-0.003787932005557937,-0.05552487873899348,0.010044295115168023,0.12237156977055001,0.2705749766592389,0.6859996711055193,0.21685316446141573,0.0,0.0,0.35,0.18562176427514607,0.657,
INVE-B.ST,Investor B,Finans,418.9500122070313,5.330484676346352,0.012723438407998427,0.12654937272681882,64.86185760399933,913390265.2649444,0.0025126066663858637,-0.011210762008850295,0.07079875324480844,0.32070990167322255,0.7453250210529379,-0.1139781175092473,0.06046540189397258,0.0,0.0,0.0,0.1836016869200202,0.471,
TREL-B.ST,Trelleborg B,Industri,435.7999877929688,7.731855045203928,0.01774175140380459,0.15281870270670708,61.63310350207624,103281265.32145539,0.0018390523976294926,-0.00593067093912758,0.06500482598343482,0.16834306718508357,0.7455851433454723,-0.11231633341903724,-0.1644630781670858,0.0,0.0,0.35,0.16946875104783374,0.471,
SEB-A.ST,SEB A,Finans,223.8000030517578,3.349918942824318,0.014968359683398165,0.20112805055486194,66.81653952116096,493552992.63008726,0.011754096471004782,-0.007538789127459866,0.11983986097972354,0.3066794456432991,0.7425579724621578,-0.18040571917041925,-0.02533818827975217,0.0,0.0,0.0,0.16874607594911892,0.536,"Keefe, Bruyette & Woods höjde riktkursen till 215 kr (190) men upprepade samtidigt underperform - riktkurshöjningen är positiv men den kvarhållna negativa rekommendationen väger tyngre."
SHB-A.ST,Handelsbanken A,Finans,147.89999389648438,2.0597357311828404,0.013926543719971046,0.19232579878877162,61.78769190129263,599810520.5773033,0.006122407459077328,-0.006715916997922844,0.03716681322665161,0.28280931608544246,0.7511933090780001,-0.10732447591273862,-0.16121279718471654,0.0,0.0,0.0,0.16458823793255092,0.536,"Keefe, Bruyette & Woods höjde riktkursen till 135 kr (130) men upprepade underperform. Tidigare i sommaren sänkte även Nordea Handelsbanken till sälj och pekade på strukturella intäktsproblem snarare än kostnadsproblem."
SKF-B.ST,SKF B,Industri,260.29998779296875,5.035437515737543,0.0193447474140587,0.2751686946400445,53.689983428451924,248436655.82956314,0.0030828045971820206,-0.004969488838744374,0.0,0.13313792661269724,0.7329078611980819,0.006340956363461832,-0.35869634580303184,0.0,0.0,0.35,0.16091993917908118,0.564,
HM-B.ST,H&M B,Sallankopsvaror,175.8000030517578,3.3565352684825696,0.019092919284502866,0.21130041564032803,57.39280248184254,265038253.5614952,0.008895282936917104,-0.01787707792314075,0.054905547497091645,0.20390901981801018,0.675599056591005,0.0697016091260477,-0.07833931377202683,0.0,0.0,0.0,0.15537030866715673,0.471,
SKA-B.ST,Skanska B,Industri,269.1000061035156,4.304069735348929,0.01599431303503303,0.16364461355289084,58.71830261940892,169492069.73777467,0.007487832101452208,-0.011388706702767593,0.06616486771342922,0.06824339943335464,0.7428290881400481,-0.01342756245818394,-0.16843263106369127,0.0,0.0,0.35,0.15372082528034292,0.471,
SINCH.ST,Sinch,Teknik,43.18000030517578,1.6697931345512484,0.0386705216014345,0.4504050164988548,61.4469507786775,87372583.22750874,0.016478360887068,0.047041671865933665,0.09538311290923818,0.2183979349254256,0.7326269788832827,-0.6138733268634946,0.8925217512915905,0.0,0.0,0.0,0.14773228544207886,0.471,
